Current,,,,,,,,,
,,,,,,,,,
基金名稱,年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
T3767A 國泰歐洲精選基金,2025/11,-,-,-,-,-,-,-,-
T3769A 國泰亞太息平衡A,2025/11,-,-,-,-,-,-,-,-
T3771A 國泰全球高股息,2025/11,-,-,-,-,-,-,-,-
T3772A 國泰 ETF成長組,2025/11,-,-,-,-,-,-,-,-
T3773A 國泰 ETF均衡組A,2025/11,-,-,-,-,-,-,-,-
T3776A 國泰中新時代平,2025/11,-,-,-,-,-,-,-,-
T3779A 國泰2029組合Aa,2025/11,-,-,-,-,-,-,-,-
T3780A 國泰2039組合Aa,2025/11,-,-,-,-,-,-,-,-
T3781A 國泰2049組合Aa,2025/11,-,-,-,-,-,-,-,-
T3782A 國泰美多重收Aa,2025/11,-,-,-,-,-,-,-,-
T3786A 國泰台灣高息Aa,2025/11,-,-,-,-,-,-,-,-
T3788A 國泰美國 ESG,2025/11,-,-,-,-,-,-,-,-
T3801Y 富達卓越領航全球,2025/11,-,-,-,-,-,-,-,-
T3803Y 富達台灣成長,2025/11,-,-,-,-,-,-,-,-
T3809A 富達全多重組Aa,2025/11,-,-,-,-,-,-,-,-
T3810A 富達通訊多重Aa,2025/11,-,-,-,-,-,-,-,-
T3811A 富達智醫多重Aa,2025/11,-,-,-,-,-,-,-,-
T3812A 富達永減碳多Aa,2025/11,-,-,-,-,-,-,-,-
T3813A 富達永續股票Aa,2025/11,-,-,-,-,-,-,-,-
T4001Y 德銀DWS 台旗艦,2025/11,-,-,-,-,-,-,-,-
T4003Y 德銀遠東DWS 科技,2025/11,-,-,-,-,-,-,-,-
T4006Y 德銀DWS 原物料,2025/11,-,-,-,-,-,-,-,-
T4009A 德銀遠東DWS 多 A,2025/11,-,-,-,-,-,-,-,-
T4011Y 德銀DWS 全球神農,2025/11,-,-,-,-,-,-,-,-
T4014A 德銀全球生技創新,2025/11,-,-,-,-,-,-,-,-
T4101Y 凱基開創,2025/11,-,-,-,-,-,-,-,-
T4103Y 凱基台商天下,2025/11,-,-,-,-,-,-,-,-
T4105Y 凱基亞洲四金磚,2025/11,-,-,-,-,-,-,-,-
T4112Y 凱基台灣精五門,2025/11,-,-,-,-,-,-,-,-
T4114Y 凱基新興趨勢 ETF,2025/11,-,-,-,-,-,-,-,-
T4115Y 凱基資源國,2025/11,-,-,-,-,-,-,-,-
T4117Y 凱基新興中小,2025/11,-,-,-,-,-,-,-,-
T4119Y 凱基雲端趨勢,2025/11,-,-,-,-,-,-,-,-
T4122Y 凱基亞太高股息,2025/11,-,-,-,-,-,-,-,-
T4123A 凱基護城河基金,2025/11,-,-,-,-,-,-,-,-
T4124A 凱基亞護城河,2025/11,-,-,-,-,-,-,-,-
T4125A 凱基銀髮商機,2025/11,-,-,-,-,-,-,-,-
T4126A 凱基全高效平衡A,2025/11,-,-,-,-,-,-,-,-
T4127A 凱基醫院長照Aa,2025/11,-,-,-,-,-,-,-,-
T4133Y 凱基臺灣多重Aa,2025/11,-,-,-,-,-,-,-,-
T4134A 凱基收多重Aa,2025/11,-,-,-,-,-,-,-,-
T4139A 凱基未來多重Aa,2025/11,-,-,-,-,-,-,-,-
T4140A 凱基環球趨勢Aa,2025/11,-,-,-,-,-,-,-,-
T4144A 凱基未來移動Aa,2025/11,-,-,-,-,-,-,-,-
T4145A 凱基樂活多重Aa,2025/11,-,-,-,-,-,-,-,-
T4146A 凱基收息多重Aa,2025/11,-,-,-,-,-,-,-,-
T4209Y 施羅德台樂活Aa,2025/11,-,-,-,-,-,-,-,-
T4234A 施羅德週多重Aa,2025/11,-,-,-,-,-,-,-,-
T4235A 施羅德週收多Aa,2025/11,-,-,-,-,-,-,-,-
T4236A 施羅週動多組Aa$,2025/11,-,-,-,-,-,-,-,-
T4237A 施羅德美成多Aa,2025/11,-,-,-,-,-,-,-,-
T4238A 施台美雙多Aa,2025/11,-,-,-,-,-,-,-,-
T4301Y 街口台灣Aa,2025/11,-,-,-,-,-,-,-,-
T4303Y 街口中小型Aa,2025/11,-,-,-,-,-,-,-,-
T4309Y 華頓全球黑鑽油源,2025/11,-,-,-,-,-,-,-,-
T4314Y 街口全時精品Aa,2025/11,-,-,-,-,-,-,-,-
T4332Y 街口中國機平Aa,2025/11,-,-,-,-,-,-,-,-
T4340Y 街口多重資產Aa,2025/11,-,-,-,-,-,-,-,-
T4404Y 安本標準兩岸價值,2025/11,-,-,-,-,-,-,-,-
T4406A 惠理康和ETF組A,2025/11,-,-,-,-,-,-,-,-
T4407A 宏利360多重Aa,2025/11,-,-,-,-,-,-,-,-
T4409A 安本360動入息Aa,2025/11,-,-,-,-,-,-,-,-
T4501Y 富蘭坦全股Aa,2025/11,-,-,-,-,-,-,-,-
T4502Y 富蘭克林華美第一,2025/11,-,-,-,-,-,-,-,-
T4504Y 富蘭新世界股Aa,2025/11,-,-,-,-,-,-,-,-
T4505Y 富蘭克林華美中華,2025/11,-,-,-,-,-,-,-,-
T4506Y 富蘭天然資源組合,2025/11,-,-,-,-,-,-,-,-
T4507Y 富蘭新興市場股組,2025/11,-,-,-,-,-,-,-,-
T4509Y 富蘭克林中國消費,2025/11,-,-,-,-,-,-,-,-
T4510Y 富蘭克林高科技,2025/11,-,-,-,-,-,-,-,-
T4511Y 富蘭克林華美傳產,2025/11,-,-,-,-,-,-,-,-
T4515Y 富蘭克林中國 A股,2025/11,-,-,-,-,-,-,-,-
T4517A 富蘭克林全球成長,2025/11,-,-,-,-,-,-,-,-
T4518A 富蘭克林多重收A,2025/11,-,-,-,-,-,-,-,-
T4519A 富蘭亞太平衡A,2025/11,-,-,-,-,-,-,-,-
T4521A 富蘭美高股息A,2025/11,-,-,-,-,-,-,-,-
T4523A 富蘭2027組Aa,2025/11,-,-,-,-,-,-,-,-
T4524A 富蘭2037組Aa,2025/11,-,-,-,-,-,-,-,-
T4525A 富蘭2047組Aa,2025/11,-,-,-,-,-,-,-,-
T4526A 富蘭全球醫療Aa,2025/11,-,-,-,-,-,-,-,-
T4527A 富蘭華美特收A,2025/11,-,-,-,-,-,-,-,-
T4530A 富蘭AI新科技Aa,2025/11,-,-,-,-,-,-,-,-
T4532A 富蘭克林生技Aa,2025/11,-,-,-,-,-,-,-,-
T4533A 富蘭基礎建設Aa,2025/11,-,-,-,-,-,-,-,-
T4703Y 台新高息平衡Aa,2025/11,-,-,-,-,-,-,-,-
T4706Y 台新主流,2025/11,-,-,-,-,-,-,-,-
T4711Y 台新中國精中小,2025/11,-,-,-,-,-,-,-,-
T4712Y 台新台灣中小基金,2025/11,-,-,-,-,-,-,-,-
T4714Y 台新中國通,2025/11,-,-,-,-,-,-,-,-
T4717Y 台新北美收益Aa,2025/11,-,-,-,-,-,-,-,-
T4720Y 台新2000高科Aa,2025/11,-,-,-,-,-,-,-,-
T4737Y 台新新興市場機會,2025/11,-,-,-,-,-,-,-,-
T4738Y 台新拉丁美洲基金,2025/11,-,-,-,-,-,-,-,-
T4739Y 台新印度,2025/11,-,-,-,-,-,-,-,-
T4746Y 台新環球資源指數,2025/11,-,-,-,-,-,-,-,-
T4750Y 台新中証消指Aa,2025/11,-,-,-,-,-,-,-,-
T4752A 台新全不動產息 A,2025/11,-,-,-,-,-,-,-,-
T4753A 台新多元資組合A,2025/11,-,-,-,-,-,-,-,-
T4754A 台新歐洲動平衡,2025/11,-,-,-,-,-,-,-,-
T4758A 台新智慧生活Aa,2025/11,-,-,-,-,-,-,-,-
T4769A 台新 ESG地球Aa,2025/11,-,-,-,-,-,-,-,-
T4770A 台新中國趨勢Aa,2025/11,-,-,-,-,-,-,-,-
T4773A 台新醫療趨勢Aa,2025/11,-,-,-,-,-,-,-,-
T4775A 台新半導體Aa,2025/11,-,-,-,-,-,-,-,-
T4776A 台新收益領航Aa,2025/11,-,-,-,-,-,-,-,-
T4801Y 合庫台灣Aa,2025/11,-,-,-,-,-,-,-,-
T4805Y 合庫全球新興市場,2025/11,-,-,-,-,-,-,-,-
T4808A 合庫全球高股息A,2025/11,-,-,-,-,-,-,-,-
T4809A 合庫多元息組合A,2025/11,-,-,-,-,-,-,-,-
T4810A 合庫SP利變特Aa,2025/11,-,-,-,-,-,-,-,-
T4812A 合庫AI車聯網Aa,2025/11,-,-,-,-,-,-,-,-
T4816Y 合庫台高科技Aa,2025/11,-,-,-,-,-,-,-,-
T4819A 合庫樂ESG穩健Aa,2025/11,-,-,-,-,-,-,-,-
T4820A 合庫樂ESG積極Aa,2025/11,-,-,-,-,-,-,-,-
T4821A 合庫全醫照多Aa,2025/11,-,-,-,-,-,-,-,-
T4822A 合庫環境社會Aa,2025/11,-,-,-,-,-,-,-,-
T4823A 合庫2032多重Aa,2025/11,-,-,-,-,-,-,-,-
T4824A 合庫基礎建設Aa,2025/11,-,-,-,-,-,-,-,-
T4827A 合庫息優多重Aa,2025/11,-,-,-,-,-,-,-,-
T4828A 合庫AI多重Aa,2025/11,-,-,-,-,-,-,-,-
T4829A 合庫核心趨勢Aa,2025/11,-,-,-,-,-,-,-,-
T4902Y 大華臺Smart Beta,2025/11,-,-,-,-,-,-,-,-
T4903Y 大華銀多特收Aa,2025/11,-,-,-,-,-,-,-,-
T4908A 大華SGP房收Aa,2025/11,-,-,-,-,-,-,-,-
T5001A 路博邁台5G股TAa,2025/11,-,-,-,-,-,-,-,-
T5003A 路博邁成多重Ta,2025/11,-,-,-,-,-,-,-,-
T5004A 路博邁5G股票Ta,2025/11,-,-,-,-,-,-,-,-
T5008A 路博顛覆創股Ta,2025/11,-,-,-,-,-,-,-,-
T5010A 路博ESG平衡Ta,2025/11,-,-,-,-,-,-,-,-
T5011A 路博邁台雙星TAa,2025/11,-,-,-,-,-,-,-,-
TC03 台灣工銀科技,2025/11,-,-,-,-,-,-,-,-
TC06 大眾精湛,2025/11,-,-,-,-,-,-,-,-
TC07 大眾創業家,2025/11,-,-,-,-,-,-,-,-
TC08 大眾優質平衡,2025/11,-,-,-,-,-,-,-,-
TC12 台灣工銀精選25,2025/11,-,-,-,-,-,-,-,-
TC13 台灣工銀全球平組,2025/11,-,-,-,-,-,-,-,-
TC17 台灣工銀8899成長,2025/11,-,-,-,-,-,-,-,-
TC21 盛華6666平衡,2025/11,-,-,-,-,-,-,-,-
TC22 台灣工銀優質全球,2025/11,-,-,-,-,-,-,-,-
TI04 匯達寶櫃,2025/11,-,-,-,-,-,-,-,-
TI05 金鼎精銳,2025/11,-,-,-,-,-,-,-,-
TI07 匯達行動,2025/11,-,-,-,-,-,-,-,-
TI09 金鼎科技金融,2025/11,-,-,-,-,-,-,-,-
TI11 匯達首選平衡,2025/11,-,-,-,-,-,-,-,-
TI12 金鼎美國,2025/11,-,-,-,-,-,-,-,-
TI13 金鼎全球雙贏,2025/11,-,-,-,-,-,-,-,-
TI14 金鼎鼎盈,2025/11,-,-,-,-,-,-,-,-
TI15 金鼎雙高,2025/11,-,-,-,-,-,-,-,-
TI16 匯達亞洲雙利,2025/11,-,-,-,-,-,-,-,-
TR01 傳山永豐,2025/11,-,-,-,-,-,-,-,-
TR05 傳山永盛,2025/11,-,-,-,-,-,-,-,-
TR06 傳山平衡,2025/11,-,-,-,-,-,-,-,-
TS02 新光台灣永發,2025/11,-,-,-,-,-,-,-,-
TS03 台灣蓮華,2025/11,-,-,-,-,-,-,-,-
TS04 新光日本精選,2025/11,-,-,-,-,-,-,-,-
TS07 新光競臻笠,2025/11,-,-,-,-,-,-,-,-
TS12 新光寶典30,2025/11,-,-,-,-,-,-,-,-
TS13 新光摩天,2025/11,-,-,-,-,-,-,-,-
TS14 新光新興中小,2025/11,-,-,-,-,-,-,-,-
TS16 新光千里馬,2025/11,-,-,-,-,-,-,-,-
TS20 新光全球冠軍組合,2025/11,-,-,-,-,-,-,-,-
TS22 新光策略平衡,2025/11,-,-,-,-,-,-,-,-
TS24 新光策略二號平衡,2025/11,-,-,-,-,-,-,-,-
TS25 新光健康平安,2025/11,-,-,-,-,-,-,-,-
TS28 新光全球首選組合,2025/11,-,-,-,-,-,-,-,-
TS29 新光優勢科技,2025/11,-,-,-,-,-,-,-,-
TS31 新光全球可轉債,2025/11,-,-,-,-,-,-,-,-
TS32 新光全球高股息 A,2025/11,-,-,-,-,-,-,-,-
TS33 新光多重計量,2025/11,-,-,-,-,-,-,-,-
TS36 新光新興星鑽,2025/11,-,-,-,-,-,-,-,-
TS38 新光傳產優勢,2025/11,-,-,-,-,-,-,-,-
TS39 新光增長收益,2025/11,-,-,-,-,-,-,-,-
TS40 新光靈活增益 100,2025/11,-,-,-,-,-,-,-,-
TS41 新光多元收益組合,2025/11,-,-,-,-,-,-,-,-
TT01 台新台新,2025/11,-,-,-,-,-,-,-,-
TT04 台新科技,2025/11,-,-,-,-,-,-,-,-
TT05 台新全球 ETF組合,2025/11,-,-,-,-,-,-,-,-
TT07 台新全球不動產 A,2025/11,-,-,-,-,-,-,-,-
TT09 台新大中華,2025/11,-,-,-,-,-,-,-,-
TT17 台新金鑽平衡,2025/11,-,-,-,-,-,-,-,-
TT18 台新全球增長組合,2025/11,-,-,-,-,-,-,-,-
TT20 台灣工銀新台灣,2025/11,-,-,-,-,-,-,-,-
TT24 台灣工銀全球多 A,2025/11,-,-,-,-,-,-,-,-
TT26 台新中印越概念,2025/11,-,-,-,-,-,-,-,-
TT32 台新世界礦業指數,2025/11,-,-,-,-,-,-,-,-
UI01 聯邦價值,2025/11,-,-,-,-,-,-,-,-
UI04 聯邦雙利,2025/11,-,-,-,-,-,-,-,-
UI07 聯邦台灣創新,2025/11,-,-,-,-,-,-,-,-
UI09 聯邦全球組合,2025/11,-,-,-,-,-,-,-,-
UN02 瑞銀強勢,2025/11,-,-,-,-,-,-,-,-
UN03 寶泰先進科技,2025/11,-,-,-,-,-,-,-,-
UN06 瑞銀鐵木真,2025/11,-,-,-,-,-,-,-,-
UN07 瑞銀雅典娜,2025/11,-,-,-,-,-,-,-,-
UN08 瑞銀袋鼠平衡,2025/11,-,-,-,-,-,-,-,-
UN10 瑞銀玉寶全球科技,2025/11,-,-,-,-,-,-,-,-
UN11 瑞銀盈穩,2025/11,-,-,-,-,-,-,-,-
YC01 華南永昌昌隆,2025/11,-,-,-,-,-,-,-,-
YC04 永昌店頭,2025/11,-,-,-,-,-,-,-,-
YC07 華南永昌新銳星,2025/11,-,-,-,-,-,-,-,-
YC11 華南永昌台商世紀,2025/11,-,-,-,-,-,-,-,-
YC12 華南永昌鶴喜平衡,2025/11,-,-,-,-,-,-,-,-
YC14 華南永昌全球平衡,2025/11,-,-,-,-,-,-,-,-
YC21 華南永昌愛台灣,2025/11,-,-,-,-,-,-,-,-
YC22 華南永昌台灣精選,2025/11,-,-,-,-,-,-,-,-
YC24 華南永昌黃河世紀,2025/11,-,-,-,-,-,-,-,-
YC26 華南永昌中小型基,2025/11,-,-,-,-,-,-,-,-
YT14 元大寶來全球通訊,2025/11,-,-,-,-,-,-,-,-
YT15 元大平衡,2025/11,-,-,-,-,-,-,-,-
YT17 元大寶來雙盈基金,2025/11,-,-,-,-,-,-,-,-
YT18 元大寶來全球成長,2025/11,-,-,-,-,-,-,-,-
YT19 元大精華組合,2025/11,-,-,-,-,-,-,-,-
YT22 元大全球平衡,2025/11,-,-,-,-,-,-,-,-
YT25 元大寶來全球組合,2025/11,-,-,-,-,-,-,-,-
YT34 元大市場中立平衡,2025/11,-,-,-,-,-,-,-,-
YT35 元大組合交易平衡,2025/11,-,-,-,-,-,-,-,-
YT36 元大強勢配置平衡,2025/11,-,-,-,-,-,-,-,-
YT37 元大全球礦金,2025/11,-,-,-,-,-,-,-,-
YT39 元大全球新能源,2025/11,-,-,-,-,-,-,-,-
YT47 元大寶來台股指數,2025/11,-,-,-,-,-,-,-,-
YT48 元寶新興消費商機,2025/11,-,-,-,-,-,-,-,-
YT52 元大寶來矽谷基金,2025/11,-,-,-,-,-,-,-,-
YT55 元大寶來雙盈平衡,2025/11,-,-,-,-,-,-,-,-
YT62 元大寶來亞洲台資,2025/11,-,-,-,-,-,-,-,-
YT63 元寶環球關鍵資源,2025/11,-,-,-,-,-,-,-,-
YT65 元寶寶來基金 A類,2025/11,-,-,-,-,-,-,-,-
YT70 元寶新興亞洲龍頭,2025/11,-,-,-,-,-,-,-,-
Z9999A 全體基金(合計)  Z,2025/11,-,-,-,-,-,-,-,-
ZAIA 柏瑞投信,2025/11,-,-,-,-,-,-,-,-
ZAPA 宏利投信,2025/11,-,-,-,-,-,-,-,-
ZASA 兆豐國際,2025/11,-,-,-,-,-,-,-,-
ZBTA 合庫投信,2025/11,-,-,-,-,-,-,-,-
ZCAA 群益投信,2025/11,-,-,-,-,-,-,-,-
ZCFA 鋒裕匯理,2025/11,-,-,-,-,-,-,-,-
ZCHA 街口投信,2025/11,-,-,-,-,-,-,-,-
ZCIA 匯豐中華,2025/11,-,-,-,-,-,-,-,-
ZCPA 瀚亞投信,2025/11,-,-,-,-,-,-,-,-
ZCSA 景順投信,2025/11,-,-,-,-,-,-,-,-
ZCYA 國泰投信,2025/11,-,-,-,-,-,-,-,-
ZDDA 德盛安聯,2025/11,-,-,-,-,-,-,-,-
ZDFA 台中銀,2025/11,-,-,-,-,-,-,-,-
ZDSA 中信投信,2025/11,-,-,-,-,-,-,-,-
ZESA 施羅德投,2025/11,-,-,-,-,-,-,-,-
ZFDA 富達投信,2025/11,-,-,-,-,-,-,-,-
ZFEA 德銀遠東,2025/11,-,-,-,-,-,-,-,-
ZFHA 復華投信,2025/11,-,-,-,-,-,-,-,-
ZFPA 富邦投信,2025/11,-,-,-,-,-,-,-,-
ZFTA 富蘭華美,2025/11,-,-,-,-,-,-,-,-
ZGCA 永豐投信,2025/11,-,-,-,-,-,-,-,-
ZIBA 安本標準,2025/11,-,-,-,-,-,-,-,-
ZIIA 兆豐投信,2025/11,-,-,-,-,-,-,-,-
ZINZ 野村投信,2025/11,-,-,-,-,-,-,-,-
ZJFE 摩根投信,2025/11,-,-,-,-,-,-,-,-
ZJSA 日盛投信,2025/11,-,-,-,-,-,-,-,-
ZKGA 凱基投信,2025/11,-,-,-,-,-,-,-,-
ZKHA 荷銀投信,2025/11,-,-,-,-,-,-,-,-
ZKYA 寶來投信,2025/11,-,-,-,-,-,-,-,-
ZMLA 保德信,2025/11,-,-,-,-,-,-,-,-
ZNBA 路博邁投,2025/11,-,-,-,-,-,-,-,-
ZNCA 第一金投,2025/11,-,-,-,-,-,-,-,-
ZPAA 寶華成豐,2025/11,-,-,-,-,-,-,-,-
ZPSA 統一投信,2025/11,-,-,-,-,-,-,-,-
ZSHA 盛華投信,2025/11,-,-,-,-,-,-,-,-
ZSHZ 貝萊德,2025/11,-,-,-,-,-,-,-,-
ZSSA 新昕投信,2025/11,-,-,-,-,-,-,-,-
ZTCA 台灣工銀,2025/11,-,-,-,-,-,-,-,-
ZTIA 聯博投信,2025/11,-,-,-,-,-,-,-,-
ZTRA 安多利投,2025/11,-,-,-,-,-,-,-,-
ZTSA 新光投信,2025/11,-,-,-,-,-,-,-,-
ZTTA 台新投信,2025/11,-,-,-,-,-,-,-,-
ZUIA 聯邦投信,2025/11,-,-,-,-,-,-,-,-
ZUNA 瑞銀投信,2025/11,-,-,-,-,-,-,-,-
ZUOA 大華銀投,2025/11,-,-,-,-,-,-,-,-
ZYCA 華南永昌,2025/11,-,-,-,-,-,-,-,-
ZYTA 元大投信,2025/11,-,-,-,-,-,-,-,-
